symbol,timestamp,open,high,low,close,volume
SPY,2026-04-08T15:40:00-04:00,674.7900,674.8100,674.1475,674.7000,1294693
SPY,2026-04-08T15:45:00-04:00,674.7000,675.1000,674.6600,674.9600,2016604
SPY,2026-04-08T15:50:00-04:00,674.9700,675.4300,674.9200,675.3100,2560097
SPY,2026-04-08T15:55:00-04:00,675.3100,676.0500,675.0400,675.8800,6305960
SPY,2026-04-09T09:30:00-04:00,674.8400,675.2500,674.4300,674.6600,2470934
SPY,2026-04-09T09:35:00-04:00,674.6600,675.3000,674.5100,675.1500,765275
SPY,2026-04-09T09:40:00-04:00,675.1200,675.7899,674.8500,675.5377,962509
SPY,2026-04-09T09:45:00-04:00,675.5350,675.7200,674.9500,675.4550,664580
SPY,2026-04-09T09:50:00-04:00,675.4400,675.4400,674.6800,674.8300,485590
SPY,2026-04-09T09:55:00-04:00,674.8300,675.3250,674.6500,675.2700,495109
SPY,2026-04-09T10:00:00-04:00,675.2600,675.4900,674.8800,675.3650,496283
SPY,2026-04-09T10:05:00-04:00,675.3500,675.6900,674.9600,674.9850,381628
SPY,2026-04-09T10:10:00-04:00,674.9700,675.5000,674.7200,674.7600,639246
SPY,2026-04-09T10:15:00-04:00,674.7600,674.7600,674.1600,674.4000,1638619
SPY,2026-04-09T10:20:00-04:00,674.4200,674.7900,674.2700,674.5799,586879
SPY,2026-04-09T10:25:00-04:00,674.5700,674.5900,673.9300,674.2950,576659
SPY,2026-04-09T10:30:00-04:00,674.2900,674.4000,673.7700,674.1300,925323
SPY,2026-04-09T10:35:00-04:00,674.1500,674.5600,673.8800,674.4950,760551
SPY,2026-04-09T10:40:00-04:00,674.4600,674.6500,674.1909,674.2900,771983
SPY,2026-04-09T10:45:00-04:00,674.2800,674.8750,674.2400,674.7600,528955
SPY,2026-04-09T10:50:00-04:00,674.7650,675.1700,674.6900,675.1600,447280
SPY,2026-04-09T10:55:00-04:00,675.1700,675.5000,674.9650,675.3100,868779
SPY,2026-04-09T11:00:00-04:00,675.3100,675.3800,674.6100,674.9800,536144
SPY,2026-04-09T11:05:00-04:00,675.0000,675.1300,674.7800,675.0100,202989
SPY,2026-04-09T11:10:00-04:00,675.0100,675.8000,675.0000,675.7000,725095
SPY,2026-04-09T11:15:00-04:00,675.7000,676.4700,675.7000,676.4200,1115104
SPY,2026-04-09T11:20:00-04:00,676.4200,676.5500,676.0000,676.2900,910554
SPY,2026-04-09T11:25:00-04:00,676.2700,676.2750,675.7700,675.9300,596415
SPY,2026-04-09T11:30:00-04:00,675.9200,678.0700,675.7300,677.3700,1362188
SPY,2026-04-09T11:35:00-04:00,677.3700,677.9100,676.7500,677.2400,1257986
SPY,2026-04-09T11:40:00-04:00,677.2200,677.8000,677.2200,677.4600,645497
SPY,2026-04-09T11:45:00-04:00,677.4800,678.4390,677.1000,677.9700,748064
SPY,2026-04-09T11:50:00-04:00,677.9700,678.5500,677.8500,678.5350,524045
SPY,2026-04-09T11:55:00-04:00,678.5200,678.9000,678.5000,678.8300,638838
SPY,2026-04-09T12:00:00-04:00,678.8200,680.7500,678.8200,680.0000,1607042
SPY,2026-04-09T12:05:00-04:00,680.0200,680.3200,679.6800,679.8700,651091
SPY,2026-04-09T12:10:00-04:00,679.8800,680.1700,679.5200,679.5200,541974
SPY,2026-04-09T12:15:00-04:00,679.5500,680.3400,679.4500,680.2800,415697
SPY,2026-04-09T12:20:00-04:00,680.3000,680.3900,679.7800,679.8150,520374
SPY,2026-04-09T12:25:00-04:00,679.8100,680.0900,679.6300,679.9000,405486
SPY,2026-04-09T12:30:00-04:00,679.9200,680.0000,679.4400,679.6900,412363
SPY,2026-04-09T12:35:00-04:00,679.6900,679.7400,679.1900,679.4000,335705
SPY,2026-04-09T12:40:00-04:00,679.4000,679.4300,679.0500,679.3500,326529
SPY,2026-04-09T12:45:00-04:00,679.3400,679.3550,678.9700,679.1591,1119368
SPY,2026-04-09T12:50:00-04:00,679.1600,680.1000,679.1600,679.9300,486930
SPY,2026-04-09T12:55:00-04:00,679.9200,679.9700,679.6900,679.8700,513806
SPY,2026-04-09T13:00:00-04:00,679.8550,680.1400,679.7100,680.1400,339577
SPY,2026-04-09T13:05:00-04:00,680.1400,680.6500,679.9800,680.4850,362159
SPY,2026-04-09T13:10:00-04:00,680.4900,680.7200,680.2700,680.4000,530089
SPY,2026-04-09T13:15:00-04:00,680.4100,681.0160,680.3100,680.7999,633567
SPY,2026-04-09T13:20:00-04:00,680.8000,680.8700,680.4800,680.5700,425795
SPY,2026-04-09T13:25:00-04:00,680.5700,680.6400,680.2800,680.2901,358166
SPY,2026-04-09T13:30:00-04:00,680.2999,680.2999,679.6600,680.2100,464804
SPY,2026-04-09T13:35:00-04:00,680.2050,681.0600,680.1601,681.0000,518664
SPY,2026-04-09T13:40:00-04:00,681.0000,681.1600,680.5000,680.6450,410063
SPY,2026-04-09T13:45:00-04:00,680.6500,680.9400,680.5600,680.8100,369551
SPY,2026-04-09T13:50:00-04:00,680.8100,680.8100,680.3400,680.5200,269476
SPY,2026-04-09T13:55:00-04:00,680.5200,680.5400,680.3450,680.5400,213154
SPY,2026-04-09T14:00:00-04:00,680.5400,680.6100,678.6900,679.1100,969374
SPY,2026-04-09T14:05:00-04:00,679.1100,679.8250,679.0900,679.4800,763708
SPY,2026-04-09T14:10:00-04:00,679.4800,679.6200,678.9800,679.2700,363690
SPY,2026-04-09T14:15:00-04:00,679.2700,679.5800,679.0700,679.3100,264041
SPY,2026-04-09T14:20:00-04:00,679.3400,679.4700,678.6900,678.8800,474294
SPY,2026-04-09T14:25:00-04:00,678.8900,679.2000,678.5800,678.8500,530795
SPY,2026-04-09T14:30:00-04:00,678.8600,679.0500,678.4400,678.6300,321986
SPY,2026-04-09T14:35:00-04:00,678.6300,679.3900,678.5600,679.3200,449716
SPY,2026-04-09T14:40:00-04:00,679.3000,679.4200,678.8150,679.0000,516589
SPY,2026-04-09T14:45:00-04:00,678.9900,679.2500,678.9100,679.2000,288606
SPY,2026-04-09T14:50:00-04:00,679.1900,679.2600,678.7800,679.0600,475933
SPY,2026-04-09T14:55:00-04:00,679.0600,679.3100,679.0300,679.1200,411115
SPY,2026-04-09T15:00:00-04:00,679.1300,679.7900,678.9503,679.6399,358275
SPY,2026-04-09T15:05:00-04:00,679.6200,680.0600,679.4000,680.0400,468109
SPY,2026-04-09T15:10:00-04:00,680.0500,680.2400,679.9600,680.0200,426951
SPY,2026-04-09T15:15:00-04:00,680.0200,680.2000,679.6100,679.6750,471888
SPY,2026-04-09T15:20:00-04:00,679.6800,679.9100,679.6000,679.8920,378034
SPY,2026-04-09T15:25:00-04:00,679.8950,680.0800,679.7800,679.9200,432195
SPY,2026-04-09T15:30:00-04:00,679.9100,680.6700,679.8700,680.2700,1019903
SPY,2026-04-09T15:35:00-04:00,680.2700,680.5600,680.1200,680.2850,525886
SPY,2026-04-09T15:40:00-04:00,680.2850,680.4600,680.0000,680.3800,660736
SPY,2026-04-09T15:45:00-04:00,680.3800,680.5500,680.0600,680.1200,975255
SPY,2026-04-09T15:50:00-04:00,680.1200,680.6700,680.0300,680.5200,1372198
SPY,2026-04-09T15:55:00-04:00,680.5200,680.5680,679.8300,679.8700,2427243
SPY,2026-04-10T09:30:00-04:00,681.3200,681.9300,680.9200,680.9700,2475784
SPY,2026-04-10T09:35:00-04:00,680.9900,681.1500,680.5200,680.7400,719130
SPY,2026-04-10T09:40:00-04:00,680.7300,681.0199,680.5100,680.8600,751607
SPY,2026-04-10T09:45:00-04:00,680.8650,680.9800,680.3300,680.5200,732377
SPY,2026-04-10T09:50:00-04:00,680.4900,680.8800,680.1700,680.8200,642171
SPY,2026-04-10T09:55:00-04:00,680.8000,680.9000,680.5900,680.7600,612974
SPY,2026-04-10T10:00:00-04:00,680.7500,680.7600,680.0280,680.5788,624788
SPY,2026-04-10T10:05:00-04:00,680.5700,680.7900,680.2600,680.5500,335238
SPY,2026-04-10T10:10:00-04:00,680.5700,681.2800,680.1300,681.2200,635536
SPY,2026-04-10T10:15:00-04:00,681.2200,681.3700,680.9338,681.3300,367343
SPY,2026-04-10T10:20:00-04:00,681.3400,681.4300,681.1100,681.4200,349897
SPY,2026-04-10T10:25:00-04:00,681.4300,681.5700,681.2300,681.5200,328614
SPY,2026-04-10T10:30:00-04:00,681.5400,681.9400,681.4800,681.5000,473435
SPY,2026-04-10T10:35:00-04:00,681.5100,681.7100,681.3600,681.4300,310853
SPY,2026-04-10T10:40:00-04:00,681.4300,681.5400,680.4200,680.8900,688715
SPY,2026-04-10T10:45:00-04:00,680.9200,681.3400,680.6500,680.7400,500069
SPY,2026-04-10T10:50:00-04:00,680.7400,681.3600,680.6600,680.8100,344495
SPY,2026-04-10T10:55:00-04:00,680.8200,681.5000,680.6400,681.3600,339840
SPY,2026-04-10T11:00:00-04:00,681.3600,681.4400,681.0700,681.1300,396720
SPY,2026-04-10T11:05:00-04:00,681.1300,681.5491,680.8801,681.4300,494915
SPY,2026-04-10T11:10:00-04:00,681.4201,681.7200,681.2900,681.5900,412799
SPY,2026-04-10T11:15:00-04:00,681.5900,681.8400,681.5000,681.5600,254659
SPY,2026-04-10T11:20:00-04:00,681.5700,682.0300,681.5000,681.9500,321634
SPY,2026-04-10T11:25:00-04:00,681.9500,681.9500,681.1500,681.2400,418945
SPY,2026-04-10T11:30:00-04:00,681.2300,681.4500,680.6900,680.8400,555572
SPY,2026-04-10T11:35:00-04:00,680.8700,680.9800,680.3800,680.4500,491274
SPY,2026-04-10T11:40:00-04:00,680.4500,680.5400,680.0700,680.4750,438912
SPY,2026-04-10T11:45:00-04:00,680.4500,680.7172,680.1500,680.2350,381632
SPY,2026-04-10T11:50:00-04:00,680.2400,680.3500,679.7150,679.7600,470666
SPY,2026-04-10T11:55:00-04:00,679.7600,679.7900,679.1200,679.4600,571549
SPY,2026-04-10T12:00:00-04:00,679.4600,679.5700,679.1300,679.2900,883533
SPY,2026-04-10T12:05:00-04:00,679.2900,679.5700,679.1100,679.3750,368030
SPY,2026-04-10T12:10:00-04:00,679.3600,680.1100,679.3400,679.9400,387905
SPY,2026-04-10T12:15:00-04:00,679.9400,680.0950,679.7200,679.8200,191898
SPY,2026-04-10T12:20:00-04:00,679.8700,679.8900,679.4400,679.8701,207916
SPY,2026-04-10T12:25:00-04:00,679.8800,679.8852,679.3800,679.5200,247735
SPY,2026-04-10T12:30:00-04:00,679.5200,679.7100,679.2001,679.3801,236316
SPY,2026-04-10T12:35:00-04:00,679.3902,679.4100,678.9800,679.0800,283016
SPY,2026-04-10T12:40:00-04:00,679.0900,679.1600,678.5000,678.6700,453479
SPY,2026-04-10T12:45:00-04:00,678.6700,679.2500,678.6200,679.2200,380682
SPY,2026-04-10T12:50:00-04:00,679.2100,679.6800,679.0100,679.5100,439084
SPY,2026-04-10T12:55:00-04:00,679.5200,679.5800,679.3200,679.4900,262773
SPY,2026-04-10T13:00:00-04:00,679.4700,679.4891,678.7600,678.7999,317270
SPY,2026-04-10T13:05:00-04:00,678.8000,679.0200,678.6100,678.9100,319157
SPY,2026-04-10T13:10:00-04:00,678.9100,679.1800,678.6800,679.1000,274863
SPY,2026-04-10T13:15:00-04:00,679.1200,679.2271,678.8000,679.0100,175682
SPY,2026-04-10T13:20:00-04:00,679.0250,679.0400,678.5900,678.8200,196482
SPY,2026-04-10T13:25:00-04:00,678.8200,679.0900,678.5900,678.6701,203102
SPY,2026-04-10T13:30:00-04:00,678.6500,679.0200,678.4500,678.8450,283046
SPY,2026-04-10T13:35:00-04:00,678.8400,679.0400,678.6901,678.9850,195699
SPY,2026-04-10T13:40:00-04:00,678.9800,679.2500,678.7700,679.1750,245093
SPY,2026-04-10T13:45:00-04:00,679.1800,679.3100,679.1000,679.2500,230318
SPY,2026-04-10T13:50:00-04:00,679.2500,679.5300,679.2294,679.5050,305335
SPY,2026-04-10T13:55:00-04:00,679.5025,679.5300,679.3600,679.4500,142715
SPY,2026-04-10T14:00:00-04:00,679.4500,679.4750,679.0020,679.0450,263970
SPY,2026-04-10T14:05:00-04:00,679.0400,679.1700,678.8500,678.9949,890014
SPY,2026-04-10T14:10:00-04:00,678.9900,679.2800,678.9400,679.1400,183958
SPY,2026-04-10T14:15:00-04:00,679.1600,679.5300,679.1500,679.4950,194815
SPY,2026-04-10T14:20:00-04:00,679.4950,679.7000,679.4300,679.4900,370207
SPY,2026-04-10T14:25:00-04:00,679.4701,679.5400,679.3300,679.4000,231973
SPY,2026-04-10T14:30:00-04:00,679.4150,679.4600,679.1500,679.3500,273979
SPY,2026-04-10T14:35:00-04:00,679.3400,679.4200,679.1200,679.2200,311224
SPY,2026-04-10T14:40:00-04:00,679.2200,679.3100,678.8700,679.0700,276666
SPY,2026-04-10T14:45:00-04:00,679.0600,679.2474,679.0101,679.1400,184930
SPY,2026-04-10T14:50:00-04:00,679.1200,679.2900,679.0700,679.2900,286752
SPY,2026-04-10T14:55:00-04:00,679.2700,679.3700,679.1100,679.3100,372708
SPY,2026-04-10T15:00:00-04:00,679.3200,679.6400,679.2900,679.5794,488260
SPY,2026-04-10T15:05:00-04:00,679.5750,679.7400,679.5100,679.5750,279845
SPY,2026-04-10T15:10:00-04:00,679.5800,679.9900,679.5500,679.9600,1116714
SPY,2026-04-10T15:15:00-04:00,679.9500,679.9600,679.7500,679.8650,322565
SPY,2026-04-10T15:20:00-04:00,679.8650,679.9800,679.5900,679.6497,337478
SPY,2026-04-10T15:25:00-04:00,679.6400,679.6800,679.4500,679.6401,304601
SPY,2026-04-10T15:30:00-04:00,679.6500,679.6500,679.3100,679.3870,357369
SPY,2026-04-10T15:35:00-04:00,679.3900,679.4900,678.9700,679.0700,517402
SPY,2026-04-10T15:40:00-04:00,679.0600,679.2500,678.7400,679.1100,661059
SPY,2026-04-10T15:45:00-04:00,679.1000,679.2600,678.6600,678.8400,1478572
SPY,2026-04-10T15:50:00-04:00,678.8500,679.2599,678.6700,678.8500,1339513
SPY,2026-04-10T15:55:00-04:00,678.8700,679.5400,678.7400,679.3400,2269349
SPY,2026-04-13T09:30:00-04:00,677.4100,677.9300,676.9900,677.5000,3682343
SPY,2026-04-13T09:35:00-04:00,677.4800,677.5000,676.5800,677.2500,626392
SPY,2026-04-13T09:40:00-04:00,677.2500,677.4700,676.8301,676.9700,581265
SPY,2026-04-13T09:45:00-04:00,676.9400,678.9700,676.7000,678.7900,858673
SPY,2026-04-13T09:50:00-04:00,678.7700,679.4050,678.0000,678.6600,1208186
SPY,2026-04-13T09:55:00-04:00,678.6700,679.7300,678.4400,679.7100,713700
SPY,2026-04-13T10:00:00-04:00,679.7200,680.0200,678.8600,679.3100,895148
SPY,2026-04-13T10:05:00-04:00,679.3009,679.7900,679.1200,679.3600,451713
SPY,2026-04-13T10:10:00-04:00,679.3350,679.3700,678.8600,679.0700,304465
SPY,2026-04-13T10:15:00-04:00,679.0600,679.1100,678.5450,679.0056,366019
SPY,2026-04-13T10:20:00-04:00,679.0100,679.5100,678.4000,679.4850,687167
SPY,2026-04-13T10:25:00-04:00,679.4800,679.5900,679.1700,679.5688,360768
SPY,2026-04-13T10:30:00-04:00,679.5700,679.9800,679.4400,679.7513,331289
SPY,2026-04-13T10:35:00-04:00,679.7300,679.7300,679.3100,679.5100,188840
SPY,2026-04-13T10:40:00-04:00,679.5100,680.1000,679.4700,679.9800,270371
SPY,2026-04-13T10:45:00-04:00,679.9800,680.0800,679.5000,679.6000,352399
SPY,2026-04-13T10:50:00-04:00,679.6100,680.2400,679.5000,680.1150,299139
SPY,2026-04-13T10:55:00-04:00,680.1100,680.6600,679.8600,680.5213,523556
SPY,2026-04-13T11:00:00-04:00,680.5300,680.5300,679.7300,679.7800,554167
SPY,2026-04-13T11:05:00-04:00,679.7850,680.0798,679.6400,679.9800,520644
SPY,2026-04-13T11:10:00-04:00,679.9800,680.3099,679.8100,680.0100,221824
SPY,2026-04-13T11:15:00-04:00,680.0100,680.1700,679.6200,679.6800,410433
SPY,2026-04-13T11:20:00-04:00,679.6750,680.0700,679.6000,679.6500,281202
SPY,2026-04-13T11:25:00-04:00,679.6400,679.8500,679.4700,679.5100,335694
SPY,2026-04-13T11:30:00-04:00,679.5300,679.6000,679.2200,679.4700,287486
SPY,2026-04-13T11:35:00-04:00,679.4700,680.2600,679.3701,679.9600,342501
SPY,2026-04-13T11:40:00-04:00,679.9600,680.0500,679.4300,679.5100,234285
SPY,2026-04-13T11:45:00-04:00,679.5150,679.6400,679.2800,679.4700,204220
SPY,2026-04-13T11:50:00-04:00,679.4700,679.5200,679.3200,679.3399,184173
SPY,2026-04-13T11:55:00-04:00,679.3250,679.6500,679.3100,679.4800,198883
SPY,2026-04-13T12:00:00-04:00,679.4701,679.5900,679.0150,679.2100,227124
SPY,2026-04-13T12:05:00-04:00,679.2100,680.4000,679.0593,679.7200,467527
SPY,2026-04-13T12:10:00-04:00,679.7100,680.0800,679.6400,679.8750,263791
SPY,2026-04-13T12:15:00-04:00,679.8800,680.2400,679.7200,680.2000,356491
SPY,2026-04-13T12:20:00-04:00,680.2100,680.9100,680.2100,680.7200,442360
SPY,2026-04-13T12:25:00-04:00,680.7200,681.6200,680.6300,681.3900,570411
SPY,2026-04-13T12:30:00-04:00,681.3800,682.0000,681.1400,681.3500,791572
SPY,2026-04-13T12:35:00-04:00,681.3600,682.3200,681.3300,681.4800,612065
SPY,2026-04-13T12:40:00-04:00,681.4800,681.8500,680.7000,681.5500,670276
SPY,2026-04-13T12:45:00-04:00,681.5200,682.3700,681.4900,682.0400,696539
SPY,2026-04-13T12:50:00-04:00,682.0800,682.8300,681.9800,682.1200,701061
SPY,2026-04-13T12:55:00-04:00,682.1100,682.3850,681.8400,682.3100,358589
SPY,2026-04-13T13:00:00-04:00,682.3200,682.5500,682.1800,682.4800,353722
SPY,2026-04-13T13:05:00-04:00,682.4900,682.5400,682.0900,682.2400,317013
SPY,2026-04-13T13:10:00-04:00,682.2300,682.3600,682.1700,682.3100,259725
SPY,2026-04-13T13:15:00-04:00,682.3100,682.8200,682.2750,682.5700,362473
SPY,2026-04-13T13:20:00-04:00,682.5700,682.5700,682.2701,682.2900,265804
SPY,2026-04-13T13:25:00-04:00,682.2950,682.5000,682.2800,682.4800,281709
SPY,2026-04-13T13:30:00-04:00,682.4900,682.7000,682.3400,682.3500,282593
SPY,2026-04-13T13:35:00-04:00,682.3500,682.4200,682.1000,682.2600,294458
SPY,2026-04-13T13:40:00-04:00,682.2500,682.3700,682.1200,682.1600,238633
SPY,2026-04-13T13:45:00-04:00,682.1500,682.2200,682.0300,682.0650,275012
SPY,2026-04-13T13:50:00-04:00,682.0650,682.2500,681.8700,682.1800,308587
SPY,2026-04-13T13:55:00-04:00,682.1700,682.3107,682.0900,682.1400,227034
SPY,2026-04-13T14:00:00-04:00,682.1500,682.5500,682.1500,682.3900,518840
SPY,2026-04-13T14:05:00-04:00,682.3800,682.5450,682.3100,682.4950,357691
SPY,2026-04-13T14:10:00-04:00,682.4900,682.6199,682.4800,682.5650,234703
SPY,2026-04-13T14:15:00-04:00,682.5601,682.6200,682.4800,682.4900,176741
SPY,2026-04-13T14:20:00-04:00,682.4900,682.6500,682.3500,682.3800,181804
SPY,2026-04-13T14:25:00-04:00,682.3995,682.4750,682.2100,682.3750,332449
SPY,2026-04-13T14:30:00-04:00,682.3700,682.5700,682.2700,682.5350,198231
SPY,2026-04-13T14:35:00-04:00,682.5200,682.6800,682.4600,682.6150,255071
SPY,2026-04-13T14:40:00-04:00,682.6150,682.8100,682.5400,682.7890,340949
SPY,2026-04-13T14:45:00-04:00,682.7900,683.2300,682.7900,683.1000,717549
SPY,2026-04-13T14:50:00-04:00,683.1000,683.4000,683.0300,683.3599,420694
SPY,2026-04-13T14:55:00-04:00,683.3400,683.4700,683.2500,683.2950,340571
SPY,2026-04-13T15:00:00-04:00,683.2900,683.5700,683.2701,683.3700,468578
SPY,2026-04-13T15:05:00-04:00,683.3650,683.3700,683.1200,683.2788,296399
SPY,2026-04-13T15:10:00-04:00,683.2700,683.3000,683.0400,683.1850,467670
SPY,2026-04-13T15:15:00-04:00,683.1850,683.5000,683.1389,683.4500,375505
SPY,2026-04-13T15:20:00-04:00,683.4550,683.8000,683.4000,683.7600,554349
SPY,2026-04-13T15:25:00-04:00,683.7600,683.8400,683.7200,683.8050,584385
SPY,2026-04-13T15:30:00-04:00,683.8000,684.2600,683.6600,684.1000,756245
SPY,2026-04-13T15:35:00-04:00,684.1000,684.5000,684.0000,684.1800,818485
SPY,2026-04-13T15:40:00-04:00,684.1700,684.2700,683.9401,684.1853,648306
SPY,2026-04-13T15:45:00-04:00,684.1700,684.1900,683.7800,684.0700,916221
SPY,2026-04-13T15:50:00-04:00,684.0700,685.8900,684.0600,685.6600,2719105
SPY,2026-04-13T15:55:00-04:00,685.6700,686.3000,685.6700,686.0100,5764969
SPY,2026-04-14T09:30:00-04:00,687.6900,688.6200,687.6600,688.4800,3230803
SPY,2026-04-14T09:35:00-04:00,688.4600,689.3500,688.4000,689.0300,1551496
SPY,2026-04-14T09:40:00-04:00,689.0400,689.9650,688.9800,689.8250,1276555
SPY,2026-04-14T09:45:00-04:00,689.8260,689.8700,689.3800,689.7691,1016081
SPY,2026-04-14T09:50:00-04:00,689.7650,689.8600,689.4700,689.5975,498537
SPY,2026-04-14T09:55:00-04:00,689.5900,689.7500,689.4220,689.4900,344994
SPY,2026-04-14T10:00:00-04:00,689.4900,689.8200,689.4600,689.6301,1008021
SPY,2026-04-14T10:05:00-04:00,689.6500,690.4200,689.5800,690.3800,985336
SPY,2026-04-14T10:10:00-04:00,690.3700,690.9000,690.1500,690.8799,926415
SPY,2026-04-14T10:15:00-04:00,690.8700,691.0500,690.5800,690.6600,943289
SPY,2026-04-14T10:20:00-04:00,690.6600,691.0000,690.6300,690.7900,563930
SPY,2026-04-14T10:25:00-04:00,690.7899,691.0300,690.6400,690.9800,593206
SPY,2026-04-14T10:30:00-04:00,690.9900,691.0100,690.7900,690.8750,520671
SPY,2026-04-14T10:35:00-04:00,690.8750,691.3758,690.8000,690.8200,794271
SPY,2026-04-14T10:40:00-04:00,690.8200,691.0000,690.6100,690.8600,993955
SPY,2026-04-14T10:45:00-04:00,690.8650,691.4700,690.8600,691.3200,567231
SPY,2026-04-14T10:50:00-04:00,691.3200,691.6799,691.0900,691.6500,601461
SPY,2026-04-14T10:55:00-04:00,691.6500,691.6700,691.4200,691.5399,508592
SPY,2026-04-14T11:00:00-04:00,691.5300,691.5700,691.2400,691.2400,505628
SPY,2026-04-14T11:05:00-04:00,691.2500,691.2800,690.9000,690.9900,567148
SPY,2026-04-14T11:10:00-04:00,690.9700,691.1600,690.9000,690.9850,415408
SPY,2026-04-14T11:15:00-04:00,690.9893,691.7100,690.9400,691.5900,425218
SPY,2026-04-14T11:20:00-04:00,691.6000,692.0400,691.5100,691.9200,800807
SPY,2026-04-14T11:25:00-04:00,691.9300,692.4700,691.9200,692.2500,1054627
SPY,2026-04-14T11:30:00-04:00,692.2500,692.6300,692.2400,692.4700,513582
SPY,2026-04-14T11:35:00-04:00,692.4700,692.7800,692.4600,692.6900,460504
SPY,2026-04-14T11:40:00-04:00,692.6850,693.1600,692.4800,692.8200,736437
SPY,2026-04-14T11:45:00-04:00,692.8100,693.0800,692.8100,692.9300,700506
SPY,2026-04-14T11:50:00-04:00,692.9202,693.3000,692.9200,693.1950,443023
SPY,2026-04-14T11:55:00-04:00,693.2000,693.2300,692.8300,692.8600,929789
SPY,2026-04-14T12:00:00-04:00,692.8600,693.1700,692.7800,693.0850,943302
SPY,2026-04-14T12:05:00-04:00,693.0900,693.1550,692.9200,693.0650,370654
SPY,2026-04-14T12:10:00-04:00,693.0650,693.1800,692.9000,693.0200,337458
SPY,2026-04-14T12:15:00-04:00,693.0250,693.2900,692.9600,693.2700,380640
SPY,2026-04-14T12:20:00-04:00,693.2701,693.5000,693.1900,693.4800,530636
SPY,2026-04-14T12:25:00-04:00,693.4800,693.7200,693.4400,693.5950,694226
SPY,2026-04-14T12:30:00-04:00,693.5900,693.7200,693.2997,693.3200,998881
SPY,2026-04-14T12:35:00-04:00,693.3300,693.4900,693.1900,693.4100,518938
SPY,2026-04-14T12:40:00-04:00,693.4050,693.5400,693.3100,693.4800,552698
SPY,2026-04-14T12:45:00-04:00,693.5000,693.6600,693.4100,693.6100,412766
SPY,2026-04-14T12:50:00-04:00,693.6150,693.6400,693.1100,693.1300,651672
SPY,2026-04-14T12:55:00-04:00,693.1300,693.1800,692.8300,692.9500,529339
SPY,2026-04-14T13:00:00-04:00,692.9530,693.2900,692.9500,693.1650,382097
SPY,2026-04-14T13:05:00-04:00,693.1600,693.3800,693.0800,693.1450,367616
SPY,2026-04-14T13:10:00-04:00,693.1500,693.3200,693.1200,693.2500,197815
SPY,2026-04-14T13:15:00-04:00,693.2550,693.7400,693.2300,693.6950,461127
SPY,2026-04-14T13:20:00-04:00,693.6950,694.0600,693.6700,693.9100,697526
SPY,2026-04-14T13:25:00-04:00,693.9200,693.9400,693.6500,693.7400,483404
SPY,2026-04-14T13:30:00-04:00,693.7400,694.0600,693.7350,694.0000,204086
SPY,2026-04-14T13:35:00-04:00,694.0100,694.1000,693.8300,693.9350,400922
SPY,2026-04-14T13:40:00-04:00,693.9400,694.0800,693.8600,694.0150,271713
SPY,2026-04-14T13:45:00-04:00,694.0150,694.0900,693.9100,693.9850,1296432
SPY,2026-04-14T13:50:00-04:00,693.9900,694.0500,693.6000,693.6900,534360
SPY,2026-04-14T13:55:00-04:00,693.6900,693.7700,693.5800,693.7250,305021
SPY,2026-04-14T14:00:00-04:00,693.7200,693.9350,693.7100,693.8400,765920
SPY,2026-04-14T14:05:00-04:00,693.8300,693.8700,693.6800,693.8400,350157
SPY,2026-04-14T14:10:00-04:00,693.8400,693.8400,693.5000,693.5450,509360
SPY,2026-04-14T14:15:00-04:00,693.5400,693.5700,692.7300,692.9500,721468
SPY,2026-04-14T14:20:00-04:00,692.9559,693.1300,692.2200,692.3100,904666
SPY,2026-04-14T14:25:00-04:00,692.3100,692.8500,692.1300,692.6000,757230
SPY,2026-04-14T14:30:00-04:00,692.6000,692.8300,692.5300,692.6551,344449
SPY,2026-04-14T14:35:00-04:00,692.6800,693.0400,692.6700,692.9850,370545
SPY,2026-04-14T14:40:00-04:00,692.9800,693.1900,692.5100,692.5873,385184
SPY,2026-04-14T14:45:00-04:00,692.5800,692.8000,692.3200,692.4100,492011
SPY,2026-04-14T14:50:00-04:00,692.4000,692.7500,692.3550,692.6300,423500
SPY,2026-04-14T14:55:00-04:00,692.6200,692.8000,692.5607,692.7600,355656
SPY,2026-04-14T15:00:00-04:00,692.7600,693.2700,692.6900,693.2000,465365
SPY,2026-04-14T15:05:00-04:00,693.1900,693.4600,693.1800,693.3771,396393
SPY,2026-04-14T15:10:00-04:00,693.3750,693.7600,693.2900,693.5050,480320
SPY,2026-04-14T15:15:00-04:00,693.5050,693.8400,693.5000,693.6750,1060316
SPY,2026-04-14T15:20:00-04:00,693.6700,694.1000,693.6500,694.0700,1609268
SPY,2026-04-14T15:25:00-04:00,694.0800,694.2699,694.0600,694.2400,545104
SPY,2026-04-14T15:30:00-04:00,694.2300,694.5800,693.9500,693.9700,872769
SPY,2026-04-14T15:35:00-04:00,693.9700,694.4000,693.7300,694.3200,585583
SPY,2026-04-14T15:40:00-04:00,694.3200,694.3500,693.8600,694.0700,679421
SPY,2026-04-14T15:45:00-04:00,694.0600,694.1800,693.8400,694.0500,721932
SPY,2026-04-14T15:50:00-04:00,694.0500,694.3900,693.4100,693.5300,1527680
SPY,2026-04-14T15:55:00-04:00,693.5400,694.4100,693.5400,694.3950,2151148
